HCl (%),H2SO4 (%),CuSO4 (%),pH Value,Temperature (°C),Etching Time (s),Capacitance (pF),Insulation Resistance (MΩ),Impedance Match (Ω),Dielectric Breakdown (kV),Board Thickness (mm),Board Width (mm),Board Length (mm),Hole Diameter Deviation (mm),Pad-to-Hole Alignment (mm),Silkscreen Clarity,Solderability Test,Dimension Accuracy,Frequency Test Result,Defect Type,PCB_Status
4.24,2.81,1.48,4.51,42.05,87,23.48,69.69,49.09,2.77,1.01,124,219,0.039,0.084,Clear,Pass,Accurate,Fail,Short Circuit,Faulty
3.01,2.78,1.12,4.72,44.27,119,33.89,69.53,49.86,4.11,1.37,160,198,0.002,0.021,Clear,Pass,Accurate,Pass,None,OK
4.25,2.7,1.55,4.52,48.78,138,33.91,84.04,47,3.06,1.21,141,199,0.009,0.061,Clear,Pass,Accurate,Fail,Delamination,Faulty
3.98,2.56,1.27,4.81,45.59,117,25.08,90.71,50.59,3.42,1.23,148,193,0.011,0.021,Clear,Pass,Accurate,Pass,None,OK
3.81,3.27,1.14,4.94,44.84,115,32.74,50.52,47.18,3.74,1.21,162,198,0.036,0.01,Clear,Pass,Accurate,Pass,None,OK
3.04,3.34,1.25,4.77,45.28,100,29.71,61.2,52.94,3.49,1.4,155,194,0.033,0.047,Clear,Pass,Accurate,Pass,None,OK
3.18,2.99,1.25,4.96,45.36,119,30.24,85.29,51.3,3.76,1.4,130,192,0.004,0,Clear,Pass,Accurate,Pass,None,OK
3.2,3.91,0.81,5.42,41.2,136,27.66,68.51,53.65,2.57,1.09,135,213,0.008,0.044,Clear,Pass,Accurate,Fail,Open Circuit,Faulty
4.03,3.05,1.45,4.23,48.03,111,25.02,36.81,45.67,4.32,1.59,172,211,0.019,0.03,Clear,Pass,Accurate,Fail,Short Circuit,Faulty
3.3,2.6,0.83,5.47,42.47,91,32.08,39.27,51.5,4.58,1.01,175,203,0.026,0.027,Clear,Pass,Accurate,Fail,Misalignment,Faulty
3.46,2.15,1.51,4.55,49,92,37.6,77.39,46.2,2.82,1.1,175,204,0.028,0.002,Clear,Pass,Accurate,Fail,Delamination,Faulty
3.82,2.57,1.11,4.51,46.3,109,27.08,70.28,49.55,3.52,1.38,140,207,0.033,0.045,Clear,Pass,Accurate,Pass,None,OK
3.09,3.15,1.25,4.71,45.63,114,31.07,66.51,48.15,4.49,1.46,131,198,0.047,0.037,Clear,Pass,Accurate,Pass,None,OK
3.94,2.68,1.15,5.33,44.06,124,30.37,93.61,47.48,3.54,1.22,164,193,0.004,0.009,Clear,Pass,Accurate,Pass,None,OK
4.04,2.1,1.41,4.53,46.77,85,31.22,64.53,54.08,4.48,1.05,134,191,0.019,0.09,Clear,Pass,Accurate,Fail,Open Circuit,Faulty
4,3.35,1.13,4.91,43.24,123,26.64,95.87,51.03,3.94,1.23,142,196,0.021,0.024,Clear,Pass,Accurate,Pass,None,OK
3.89,2.77,1.12,5.14,43.01,96,27.38,97.4,48.9,4.33,1.46,168,190,0.036,0.049,Clear,Pass,Accurate,Pass,None,OK
3.98,2.59,0.88,4.05,46.01,84,25.91,61.46,54.55,4.01,1.4,137,184,0.073,0.099,Clear,Pass,Accurate,Fail,Short Circuit,Faulty
2.98,2.46,0.9,5.39,40.34,104,34.11,50.1,49.97,2.91,1.59,136,190,0.037,0.045,Clear,Pass,Accurate,Fail,Delamination,Faulty
3.74,3.35,1.14,4.73,46.62,110,25.67,63.63,48.38,3.96,1.35,163,205,0.033,0.032,Clear,Pass,Accurate,Pass,None,OK
3.49,2.93,1.31,5.15,46.77,99,25.66,95.63,49.28,3.85,1.28,163,195,0.011,0.006,Clear,Pass,Accurate,Pass,None,OK
3.08,3.1,1.1,5.5,43.38,124,25.14,86.85,50.56,3.85,1.42,164,195,0.008,0.023,Clear,Pass,Accurate,Pass,None,OK
3.73,3.29,1.27,5.1,44.95,117,27.2,57.71,51.03,3.74,1.47,161,203,0.039,0.023,Clear,Pass,Accurate,Pass,None,OK
3.4,2.54,1.36,5.13,43.61,122,31.8,80.51,50.87,4.21,1.41,141,194,0.048,0.04,Clear,Pass,Accurate,Pass,None,OK
2.58,2.64,1.28,5.64,46.23,131,22.27,62.23,49.32,4.38,1.29,180,211,0.088,0.014,Clear,Pass,Accurate,Fail,Misalignment,Faulty
3.57,3.32,1.14,4.61,46.79,98,28.16,51.32,52.18,3.08,1.44,162,200,0.038,0.046,Clear,Pass,Accurate,Pass,None,OK
3.29,2.64,1.01,4.9,43.99,122,28.43,85.42,48.31,4.33,1.28,147,190,0.048,0.004,Clear,Pass,Accurate,Pass,None,OK
3.36,3.28,1.26,4.26,41.83,138,21,60.28,45.78,3.14,1.59,121,197,0.016,0.075,Clear,Pass,Accurate,Fail,Delamination,Faulty
3.24,2.86,1.01,5.36,45.01,95,26.32,86.68,50.82,3.88,1.29,134,209,0.03,0.016,Clear,Pass,Accurate,Pass,None,OK
3.32,2.97,1.06,5.33,43.66,102,30.75,89.47,47.61,4.27,1.46,148,199,0.046,0.015,Clear,Pass,Accurate,Pass,None,OK
2.94,2.72,1.41,5.82,45.57,135,36.18,44.36,53.12,2.55,1.44,151,197,0.014,0.062,Clear,Pass,Accurate,Fail,Open Circuit,Faulty
3.81,3.4,1.04,5.02,44.33,115,28.42,58.63,50.29,3.02,1.38,160,190,0.035,0.05,Clear,Pass,Accurate,Pass,None,OK
3.43,2.52,1.3,5.4,44.07,104,31.76,81.41,50.5,4.3,1.27,156,193,0.045,0.028,Clear,Pass,Accurate,Pass,None,OK
3.31,3.06,1.12,4.64,44.9,109,32.41,58.94,48.3,3.18,1.36,167,197,0.008,0.044,Clear,Pass,Accurate,Pass,None,OK
3.34,3.01,1.3,5.65,44.33,86,32.65,80.89,53.49,3.93,1.28,131,217,0.017,0.047,Clear,Pass,Accurate,Fail,Solder Bridge,Faulty
4.26,2.9,1.4,5.4,44.84,128,37.26,99.95,54.51,3.8,1.47,143,193,0.066,0.019,Clear,Pass,Accurate,Fail,Solder Bridge,Faulty
3.43,3.14,1.26,5.16,44.68,96,30.85,97.33,49.35,4.08,1.41,144,190,0.041,0.021,Clear,Pass,Accurate,Pass,None,OK
3.03,2.82,1.02,4.75,44.32,113,27.76,83.75,51.96,3.62,1.27,133,197,0.01,0.036,Clear,Pass,Accurate,Pass,None,OK
3.89,2.79,1.12,5.15,43.42,106,30.09,54.77,47.89,4.02,1.4,148,203,0.001,0.014,Clear,Pass,Accurate,Pass,None,OK
3.55,2.99,1.09,4.59,44.94,124,27.52,59.35,49.61,3.94,1.21,150,206,0.026,0.046,Clear,Pass,Accurate,Pass,None,OK
3.1,2.69,1.11,5.44,46.4,104,34.03,83.17,52.6,3.25,1.29,169,198,0.016,0.023,Clear,Pass,Accurate,Pass,None,OK
3.29,2.97,1.08,5.29,45.92,106,32.66,73.83,50.02,3.77,1.4,130,195,0.002,0.04,Clear,Pass,Accurate,Pass,None,OK
3.98,3.27,1.25,4.7,45.88,120,29.93,86.81,51.35,3.42,1.24,149,190,0.049,0.013,Clear,Pass,Accurate,Pass,None,OK
3.59,3.35,1.27,5.14,44.46,115,34.65,64.04,51.96,3.84,1.27,151,198,0.033,0.035,Clear,Pass,Accurate,Pass,None,OK
3.72,3.11,1.18,4.13,46.89,112,23.57,60.51,52.48,2.86,1.42,173,205,0.033,0.047,Clear,Pass,Accurate,Fail,Open Circuit,Faulty
3.29,2.89,1.06,5.26,45.83,121,30.47,82.9,48.22,4.11,1.46,142,190,0.045,0.02,Clear,Pass,Accurate,Pass,None,OK
2.96,2.29,1.07,4.72,43.57,81,34.3,58.37,47.6,4.17,1.43,126,207,0.026,0.034,Clear,Pass,Accurate,Fail,Open Circuit,Faulty
3.43,3.12,1.3,4.71,44.86,114,28.29,58.85,48.31,3.12,1.4,130,203,0.05,0.002,Clear,Pass,Accurate,Pass,None,OK
3.26,2.5,1.1,4.59,43.6,119,25.95,77.19,51.55,3.77,1.35,144,200,0.02,0.021,Clear,Pass,Accurate,Pass,None,OK
2.87,2.99,0.87,5.37,40.44,120,37.58,82.92,45.16,2.88,1.5,149,187,0.015,0.056,Clear,Pass,Accurate,Fail,Short Circuit,Faulty
3.03,3.05,1.11,4.85,44.68,103,30.44,97.89,51.52,3.93,1.26,144,197,0.013,0.028,Clear,Pass,Accurate,Pass,None,OK
3.84,3.48,1.33,4.64,43.53,102,33.6,81.41,47.36,3.44,1.3,143,201,0.009,0.008,Clear,Pass,Accurate,Pass,None,OK
2.62,3.26,1.31,4.54,40.09,113,26.78,81.22,51.82,2.55,1.22,150,211,0.007,0.092,Clear,Pass,Accurate,Fail,Solder Bridge,Faulty
3.29,2.81,1.36,5.07,43.46,96,33.67,52.5,48.93,4.43,1.37,134,195,0.026,0.009,Clear,Pass,Accurate,Pass,None,OK
3.84,3.09,1.33,4.92,43.09,115,31.05,99.44,49.39,3.78,1.25,135,206,0.03,0.023,Clear,Pass,Accurate,Pass,None,OK
3.48,3.26,1.06,4.96,44.13,124,28.93,57.84,51.97,3.27,1.34,160,200,0.024,0.017,Clear,Pass,Accurate,Pass,None,OK
3.18,3.11,1.4,5.04,44.32,118,31.5,85.9,49.53,3.16,1.32,155,199,0.019,0.022,Clear,Pass,Accurate,Pass,None,OK
3.8,2.92,1.27,5.48,45.8,118,32.62,76.63,52.56,3.81,1.34,154,197,0.008,0.023,Clear,Pass,Accurate,Pass,None,OK
3.38,2.65,1.2,5.29,45.15,101,29.12,64.72,52.98,3.56,1.23,168,201,0.022,0.007,Clear,Pass,Accurate,Pass,None,OK
4.02,2.55,0.84,5.78,42.45,136,35.28,51.2,50.85,2.63,1.14,130,220,0.003,0,Blurred,Pass,Accurate,Fail,Short Circuit,Faulty
3.71,2.96,1.38,5.13,46.43,98,29.76,58.87,51.68,3.29,1.23,169,193,0.004,0.009,Clear,Pass,Accurate,Pass,None,OK
3.84,2.79,1.33,4.86,43.71,113,31.81,58.89,51,3.05,1.49,144,202,0.043,0.042,Clear,Pass,Accurate,Pass,None,OK
4.13,3.68,1.25,4.15,47.2,96,30.53,96.91,47.61,3.47,1.29,173,195,0.068,0.008,Clear,Pass,Accurate,Fail,Delamination,Faulty
2.95,2.01,1.2,5.34,49.18,139,27.91,86.03,50.38,2.91,1.13,154,195,0.024,0.06,Clear,Pass,Accurate,Fail,Open Circuit,Faulty
2.95,2.49,0.86,5.64,44.08,88,23.61,76.76,50.33,2.75,1.07,171,215,0.06,0.023,Clear,Pass,Accurate,Fail,Short Circuit,Faulty
3.96,3.2,1.28,4.53,44.06,102,33.77,92.92,49.35,3.85,1.49,135,192,0.002,0.008,Clear,Pass,Accurate,Pass,None,OK
3.69,2.63,1.28,4.84,45.17,115,20.22,85.45,48.04,4.3,1.48,140,201,0.003,0.087,Clear,Pass,Accurate,Fail,Open Circuit,Faulty
3.66,2.2,1.07,5.68,49.08,88,26.24,64.64,50.41,4.26,1.39,139,218,0.072,0.011,Clear,Pass,Accurate,Fail,Short Circuit,Faulty
3.09,2.94,1.34,4.62,46.76,118,32.91,93.65,47.4,3.9,1.33,130,209,0.019,0.033,Clear,Pass,Accurate,Pass,None,OK
3.01,3.35,1.15,5.23,44.78,107,25.22,73.26,50.44,3.21,1.44,136,193,0.005,0.021,Clear,Pass,Accurate,Pass,None,OK
3.55,2.69,1.27,4.87,46.16,120,26.24,55.18,49.17,3.9,1.4,133,197,0.039,0.048,Clear,Pass,Accurate,Pass,None,OK
3.26,2.92,1.08,4.83,44.97,115,33.53,94.21,49.11,4.43,1.24,130,194,0.016,0.003,Clear,Pass,Accurate,Pass,None,OK
3.47,3.06,1.4,5.39,44.88,97,33.34,74.35,51.13,4.47,1.29,131,191,0.006,0.042,Clear,Pass,Accurate,Pass,None,OK
3.07,2.63,1.24,4.98,43.59,99,28.89,71.94,49.78,4.33,1.29,163,197,0.027,0.025,Clear,Pass,Accurate,Pass,None,OK
4.22,2.87,1.36,5.64,45.34,110,34.03,60.36,50.65,3.96,1.07,156,187,0.073,0.013,Clear,Pass,Accurate,Fail,Delamination,Faulty
4.12,3.82,1.52,5.52,48.79,85,21.05,86.48,47.7,3,1.03,149,189,0.03,0.085,Blurred,Pass,Inaccurate,Fail,Delamination,Faulty
3.5,3.09,1.33,5.4,46.4,114,30.84,70.37,51.51,4.21,1.38,164,194,0.046,0,Clear,Pass,Accurate,Pass,None,OK
3.6,3.93,1.34,5.69,44.82,95,26.11,47.78,49.01,2.78,1.01,152,200,0.06,0.028,Clear,Pass,Accurate,Fail,Misalignment,Faulty
2.67,2.18,1.34,4.88,40.7,83,37.93,73.4,46.79,3.82,1.06,130,204,0.002,0.033,Clear,Pass,Accurate,Fail,Solder Bridge,Faulty
3.32,3.37,1.56,4.68,42.78,133,32.83,67.5,45.01,4.4,1.21,172,211,0.018,0.013,Clear,Pass,Accurate,Fail,Misalignment,Faulty
3.12,2.79,1.16,5.39,43.31,102,34.06,68.25,49.39,3.31,1.37,142,205,0.045,0.013,Clear,Pass,Accurate,Pass,None,OK
3.84,2.73,1.3,4.58,44.24,96,34.12,76.3,47.91,3.23,1.48,146,204,0.012,0.02,Clear,Pass,Accurate,Pass,None,OK
3.76,2.64,1.15,5.45,45.69,121,32.83,80.23,49.77,3.67,1.44,139,208,0.036,0.016,Clear,Pass,Accurate,Pass,None,OK
3.07,2.85,1.24,4.58,45.03,118,27.1,73.32,52.71,3.93,1.46,132,202,0.002,0.018,Clear,Pass,Accurate,Pass,None,OK
3.84,3.43,1.31,5.46,46.53,104,32.3,94.83,51.81,4.28,1.47,133,200,0.007,0.046,Clear,Pass,Accurate,Pass,None,OK
3.32,2.53,1.05,4.95,43.16,116,26.01,65.88,48.23,3.35,1.44,154,205,0.025,0.018,Clear,Pass,Accurate,Pass,None,OK
3.87,3.43,1.27,4.37,44.86,105,27.5,30.72,51.66,4.37,1.27,144,190,0.016,0.057,Clear,Pass,Accurate,Fail,Solder Bridge,Faulty
2.65,3.33,0.81,4.11,47.39,90,39.68,63.68,47.65,4.07,1.06,163,200,0.061,0.068,Blurred,Fail,Accurate,Fail,Delamination,Faulty
3.35,3.35,1.14,5.26,45.6,110,33.94,78.92,49.35,3.72,1.3,166,207,0.011,0.021,Clear,Pass,Accurate,Pass,None,OK
3.18,2.9,1.22,5.21,44.91,98,26.49,65,52.57,3.97,1.26,167,204,0.04,0.038,Clear,Pass,Accurate,Pass,None,OK
3.46,3.9,1.33,4.03,46.69,82,32.47,94.63,50.56,4.34,1.05,178,194,0.022,0.027,Clear,Pass,Accurate,Fail,Short Circuit,Faulty
3.84,3.06,1.13,5.02,43.62,121,31.62,87.67,47.74,3.67,1.37,158,195,0.047,0.04,Clear,Pass,Accurate,Pass,None,OK
3.4,3.01,1.12,5.12,45.97,124,31.1,55.11,48.52,3.68,1.41,130,197,0,0.004,Clear,Pass,Accurate,Pass,None,OK
3.05,3.43,1.11,5.45,44.65,108,32.77,59.43,48.57,3.34,1.32,159,193,0.012,0.035,Clear,Pass,Accurate,Pass,None,OK
3.86,3.56,0.88,4.65,47.75,139,38.49,32.25,46.89,4.13,1.02,121,190,0.021,0.004,Clear,Pass,Accurate,Fail,Open Circuit,Faulty
3.97,3.27,1.09,5.43,45.13,124,30.52,90.06,50.43,4.48,1.45,168,205,0.022,0.024,Clear,Pass,Accurate,Pass,None,OK
3.03,2.1,1.53,5.19,49.34,131,33.23,70.93,49.24,4.24,1.04,131,187,0.018,0.018,Clear,Pass,Accurate,Fail,Delamination,Faulty
3.26,3.48,1.34,5.15,46.87,97,25.6,59.16,49.46,3.71,1.49,139,200,0.028,0.007,Clear,Pass,Accurate,Pass,None,OK
4.09,3.91,0.88,4.05,47.54,105,25.26,97.85,48.18,4.68,1.24,123,182,0.01,0.085,Clear,Pass,Accurate,Fail,Delamination,Faulty
3.82,3,1.12,5.47,42.19,137,31.52,33.94,48.68,3.35,1.22,162,181,0.027,0.031,Clear,Pass,Accurate,Fail,Short Circuit,Faulty
4.2,2.87,1.38,5.25,44.43,91,33.93,71.4,48.76,4.05,1.33,128,193,0.041,0.058,Clear,Fail,Accurate,Fail,Delamination,Faulty
3.94,3.29,1.37,5.16,44.94,104,32.06,81.29,47.48,3.8,1.37,158,209,0.046,0.013,Clear,Pass,Accurate,Pass,None,OK
3.3,2.8,1.28,4.75,46.29,107,28.83,98.51,50.78,3.33,1.34,161,191,0.045,0.002,Clear,Pass,Accurate,Pass,None,OK
3.83,3.46,1.01,5.33,46.08,99,28.2,76.14,47.59,3.77,1.45,130,193,0.032,0.018,Clear,Pass,Accurate,Pass,None,OK
3.89,2.74,1.37,4.41,49.62,122,27.72,47,46.29,3.12,1.42,134,194,0.059,0.023,Clear,Pass,Inaccurate,Fail,Delamination,Faulty
3.66,3.48,1.31,5.13,45.65,116,34.92,59.37,50.64,3.38,1.21,146,203,0.013,0.013,Clear,Pass,Accurate,Pass,None,OK
3.86,2.62,1.21,5.33,46.59,111,30.9,66.03,50.04,3.3,1.24,141,200,0.039,0.019,Clear,Pass,Accurate,Pass,None,OK
4.01,2.83,0.81,4.26,48.23,86,39.44,93.83,51.16,4.13,1.5,141,213,0.043,0.009,Clear,Pass,Accurate,Fail,Short Circuit,Faulty
2.82,3.64,1.23,5.35,45.18,89,20.29,96.44,46.55,4.36,1.02,172,212,0.076,0.022,Blurred,Pass,Accurate,Fail,Delamination,Faulty
3.98,3.4,1.3,5.16,44.01,111,32.11,91.17,49.96,3.41,1.45,131,193,0.01,0.029,Clear,Pass,Accurate,Pass,None,OK
4.24,2.42,1.57,5.93,43.14,136,31.25,54.62,53.26,4.9,1.58,152,182,0.067,0.049,Clear,Pass,Accurate,Fail,Solder Bridge,Faulty
3.87,3.16,1.17,4.8,46.28,105,30.26,67.58,47.4,3,1.42,138,192,0.048,0.037,Clear,Pass,Accurate,Pass,None,OK
3.4,3.42,1.02,4.69,44.51,120,32.7,86.18,50.84,3.86,1.32,141,194,0,0.03,Clear,Pass,Accurate,Pass,None,OK
2.76,3.76,0.87,4.21,44.11,81,35.85,54.51,49.61,4.63,1.12,179,195,0.049,0.095,Clear,Pass,Accurate,Fail,Solder Bridge,Faulty
3.17,2.43,1.24,5.63,46.29,105,37.75,48.25,52.91,4.26,1.6,173,212,0.011,0.078,Clear,Pass,Accurate,Fail,Solder Bridge,Faulty
3.81,3.42,1.27,4.58,46.25,113,32.52,88.87,49.59,3.58,1.47,154,195,0.028,0.034,Clear,Pass,Accurate,Pass,None,OK
3.71,3.39,1.18,5.09,44.98,112,31.57,75.06,49.47,4.35,1.31,165,198,0.004,0.043,Clear,Pass,Accurate,Pass,None,OK
4.14,2.59,1.11,5.56,40.52,93,27.1,32.29,52.91,4.29,1.1,149,217,0.021,0.011,Clear,Pass,Accurate,Fail,Solder Bridge,Faulty
4.16,2.27,0.99,5.41,48.6,137,21.45,96.21,50.6,2.7,1.54,140,197,0.082,0.036,Clear,Fail,Accurate,Fail,Delamination,Faulty
3.06,3.39,1.35,4.78,46.43,122,34.98,89.16,50.58,3.06,1.39,164,193,0.02,0.044,Clear,Pass,Accurate,Pass,None,OK
3.93,2.62,1.3,5.13,46.58,111,29.6,65.85,50.64,3.06,1.39,151,196,0.032,0.043,Clear,Pass,Accurate,Pass,None,OK
3.07,2.63,0.88,5.5,42.42,122,26.1,58.55,52.3,3.35,1.14,177,202,0.065,0.066,Clear,Fail,Accurate,Fail,Open Circuit,Faulty
3.73,3.29,0.94,5.7,44.83,121,39.8,88.17,53.71,3.41,1.55,141,215,0.016,0.024,Clear,Pass,Inaccurate,Fail,Solder Bridge,Faulty
3.47,2.64,1.14,4.56,45.39,105,32.06,75.81,47.09,4.33,1.26,162,202,0.034,0.008,Clear,Pass,Accurate,Pass,None,OK
3.13,2.62,1.29,4.88,45.03,109,32.98,84.33,47.75,3.19,1.29,150,199,0.039,0.013,Clear,Pass,Accurate,Pass,None,OK
3.43,2.59,1.2,4.76,46.13,102,28.76,58.4,48.42,3,1.47,169,201,0.03,0.025,Clear,Pass,Accurate,Pass,None,OK
3.6,2.85,1.08,4.87,44.07,106,29.57,63.68,51.07,3.27,1.26,151,199,0.013,0.018,Clear,Pass,Accurate,Pass,None,OK
3.57,3.18,1.17,4.55,43.06,123,34.69,82.6,50.46,4.24,1.25,157,200,0.044,0.007,Clear,Pass,Accurate,Pass,None,OK
4.06,2.74,1.27,5.16,49.92,81,25.17,56.53,49.32,3.62,1.45,179,202,0.044,0.046,Clear,Pass,Accurate,Fail,Solder Bridge,Faulty
2.71,2.12,1.45,4.33,47.7,118,34.31,42.16,50.95,3.06,1.58,159,182,0.009,0.042,Clear,Fail,Accurate,Fail,Delamination,Faulty
3.57,2.85,1.09,5.22,44.63,111,25.32,82.77,51.55,4.2,1.34,133,200,0.041,0.014,Clear,Pass,Accurate,Pass,None,OK
3.26,3.22,1,4.62,45.03,120,28.35,74.67,51.44,3.51,1.23,155,195,0.008,0.049,Clear,Pass,Accurate,Pass,None,OK
3.63,3.32,1.1,4.51,44.19,124,29.86,89.78,52.12,4,1.47,152,195,0.041,0.017,Clear,Pass,Accurate,Pass,None,OK
3.91,3.17,1.08,5.45,44.53,118,25.01,74.1,49.26,3.76,1.23,152,209,0.049,0.021,Clear,Pass,Accurate,Pass,None,OK
3.77,2.03,1.35,5.83,47.8,133,34.5,57.26,47.12,4.75,1.34,159,218,0.057,0.077,Blurred,Pass,Accurate,Fail,Misalignment,Faulty
3.39,2.97,1,4.69,43.53,99,33.99,94.07,49.07,4.36,1.38,137,195,0.032,0,Clear,Pass,Accurate,Pass,None,OK
3.63,2.8,1.31,5.33,44.11,123,27.86,86.8,51.99,3.08,1.3,161,201,0.014,0.036,Clear,Pass,Accurate,Pass,None,OK
3.24,2.62,1.03,5.46,43.96,98,27.58,65.73,48.43,4.22,1.44,168,203,0.03,0.021,Clear,Pass,Accurate,Pass,None,OK
3.05,2.99,1.18,5.03,44.2,118,33.2,69.76,49.77,3.26,1.38,130,207,0.017,0.005,Clear,Pass,Accurate,Pass,None,OK
3.59,3.22,1.17,5.03,44.2,118,27.78,83.38,48.17,3.59,1.32,159,208,0.034,0.048,Clear,Pass,Accurate,Pass,None,OK
3.05,3.05,1.07,4.87,45.24,105,31.58,94.72,52.48,3.29,1.5,157,199,0.027,0.039,Clear,Pass,Accurate,Pass,None,OK
3.72,3.22,1.39,4.93,44,124,33.22,58.94,49.45,4.05,1.22,146,199,0.046,0.036,Clear,Pass,Accurate,Pass,None,OK
2.63,3.06,1.4,4.47,45.6,118,27.47,79.3,49.55,4.41,1.4,151,203,0.052,0.065,Clear,Fail,Accurate,Fail,Delamination,Faulty
3.67,2.84,1.24,4.98,46.76,102,32.92,75.73,48.27,4.02,1.37,152,196,0.031,0.048,Clear,Pass,Accurate,Pass,None,OK
3.37,2.57,1.33,4.65,45.05,110,32.82,55.94,51.15,3.82,1.5,167,199,0.011,0.02,Clear,Pass,Accurate,Pass,None,OK
3.74,2.93,1.38,5.19,41.76,104,23.2,69.28,48.84,2.77,1.23,177,184,0.077,0.057,Blurred,Pass,Accurate,Fail,Short Circuit,Faulty
2.59,3.93,1.3,5.51,48.13,111,20.16,51.02,45.16,4.59,1.06,145,184,0.09,0.048,Clear,Pass,Accurate,Fail,Solder Bridge,Faulty
4.24,3.04,0.95,4.62,45.42,109,35.06,58.02,49.58,3.88,1.11,169,209,0.076,0.038,Clear,Pass,Accurate,Fail,Short Circuit,Faulty
4.45,3.36,0.82,4.9,41.31,124,22.13,78.3,45.25,4.23,1,130,184,0.085,0.031,Clear,Pass,Accurate,Fail,Solder Bridge,Faulty
3.41,3.27,1.2,4.86,43.52,110,25.89,63.97,48.47,4.05,1.41,153,203,0.036,0.036,Clear,Pass,Accurate,Pass,None,OK
3.92,2.72,1.29,5.32,44.12,97,25.8,84.3,52.66,3.96,1.42,151,194,0.015,0.01,Clear,Pass,Accurate,Pass,None,OK
3.01,3.12,1.39,4.68,45.92,106,28.07,53.89,49.21,4.16,1.21,134,200,0.014,0.035,Clear,Pass,Accurate,Pass,None,OK
4.02,3.04,1.48,4.59,43.69,140,30.07,47.77,50.82,4.15,1.55,156,193,0.046,0.02,Clear,Pass,Accurate,Fail,Misalignment,Faulty
2.55,3.95,0.96,4.71,41.36,115,32.75,86.1,48.23,3.94,1.32,157,205,0,0.077,Clear,Pass,Accurate,Fail,Open Circuit,Faulty
2.54,2.25,0.9,5.13,45.18,130,25.92,34.93,50.16,2.59,1.42,120,197,0.051,0.08,Clear,Pass,Accurate,Fail,Misalignment,Faulty
3.56,3.3,1.14,5.23,43.05,118,25.36,83.12,50.99,3.36,1.21,154,196,0.02,0.001,Clear,Pass,Accurate,Pass,None,OK
3.92,2.64,1.2,5.15,46.75,107,30,95.04,49.07,3.64,1.21,136,209,0.001,0.006,Clear,Pass,Accurate,Pass,None,OK
3.91,3.1,1.21,4.56,44.78,95,28.95,98.47,51.84,3.23,1.5,151,207,0.048,0.021,Clear,Pass,Accurate,Pass,None,OK
3.58,3.19,1.4,4.52,45.08,123,30.57,60.83,52.38,3.64,1.49,166,200,0.027,0.001,Clear,Pass,Accurate,Pass,None,OK
3.38,3.25,1.09,4.85,46.95,98,27.99,87.44,51.73,4.05,1.3,163,209,0.039,0.023,Clear,Pass,Accurate,Pass,None,OK
3.05,2.04,0.87,5.31,43.83,84,24.2,82.71,51.27,3.89,1.18,134,196,0.024,0.007,Clear,Pass,Accurate,Fail,Delamination,Faulty
4.49,2.59,0.85,5.81,47.95,84,21.48,66.25,53.21,3.04,1.37,150,190,0.046,0.083,Clear,Pass,Inaccurate,Fail,Delamination,Faulty
3.35,3.55,0.88,4.34,44.56,131,29.29,92.35,50.12,3.22,1.26,125,213,0.019,0.004,Clear,Pass,Accurate,Fail,Short Circuit,Faulty
3.1,2.65,1.27,5.19,45.01,115,29.86,96.32,52.09,4.04,1.29,165,192,0.013,0.026,Clear,Pass,Accurate,Pass,None,OK
2.83,2.7,1.24,4.91,42.67,84,21.9,94.23,48.11,3.76,1.14,168,200,0.048,0.092,Clear,Pass,Accurate,Fail,Short Circuit,Faulty
3.17,3.33,1.06,4.83,46.79,100,28.35,54.57,47.61,4.06,1.24,169,196,0.037,0.031,Clear,Pass,Accurate,Pass,None,OK
3.68,2.59,1.37,5.17,46.66,99,26.95,70.7,52.54,3.46,1.3,149,193,0.028,0.005,Clear,Pass,Accurate,Pass,None,OK
3.02,3.02,1.24,5.17,46.77,99,31.49,95.97,50.75,3.99,1.31,166,208,0.021,0.009,Clear,Pass,Accurate,Pass,None,OK
3.88,2.94,1.34,5.31,46.25,115,31.73,60.14,52.22,3.55,1.42,146,207,0.049,0.031,Clear,Pass,Accurate,Pass,None,OK
3.59,2.72,1.36,4.6,44.19,119,33.29,96.69,51.11,4.42,1.46,133,200,0.025,0.033,Clear,Pass,Accurate,Pass,None,OK
3.81,3.69,1.35,4.19,49.38,101,20.51,90.88,49.68,4.88,1.14,128,204,0.034,0.066,Clear,Pass,Accurate,Fail,Delamination,Faulty
3.05,2.05,1,4.29,49.12,106,20.79,77.32,47.51,4.31,1.34,165,219,0.086,0.03,Clear,Pass,Accurate,Fail,Delamination,Faulty
3.05,2.8,1.22,5.08,44.39,104,33.75,76.36,48.21,3.52,1.42,147,203,0.033,0.001,Clear,Pass,Accurate,Pass,None,OK
2.8,3.57,1.29,4.85,42.45,95,21.23,36.46,49.03,4.95,1.52,152,194,0.077,0.088,Clear,Pass,Inaccurate,Fail,Delamination,Faulty
3.36,3.56,1.52,5.59,41.32,121,39.17,46.85,48.74,4.83,1.06,146,212,0.031,0.09,Clear,Pass,Accurate,Fail,Solder Bridge,Faulty
3.24,2.66,1.27,4.56,44.46,120,32.04,54.99,50.66,3.9,1.39,157,199,0.001,0.027,Clear,Pass,Accurate,Pass,None,OK
